what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1299321511434
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1299321511435
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1299321511438
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1299321511440
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1299321511441
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1299321511443
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1299321511444
os,sysinfo,,,"linux",1299321511450
arch,sysinfo,,,"x86",1299321511450
ws,sysinfo,,,"gtk",1299321511450
locale,sysinfo,,,"en_US",1299321511450
processors,sysinfo,,,"4",1299321511451
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1299321511451
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1299321511451
